Name,EmpID,Gender,Education Qualification,Date of Joining,Salary (INR),Age,Leave Balance,Job Title
Employee_360,1359,Female,PhD,2025-03-17,1197538,25,8,DevOps Engineer
Employee_361,1360,Other,Masters,2021-06-28,1032959,58,24,Data Scientist
Employee_362,1361,Male,Masters,2010-02-02,1957040,48,19,Finance Executive
Employee_363,1362,Male,Bachelors,2034-09-02,2089739,50,25,Operations Manager
Employee_364,1363,Male,PhD,2016-12-21,2976738,34,3,Cloud Architect
Employee_365,1364,Other,Diploma,2035-04-06,2500632,53,5,Data Analyst
Employee_366,1365,Female,Masters,2025-09-21,1321909,43,16,UI/UX Designer
Employee_367,1366,Male,Bachelors,2032-02-29,1939181,46,5,Data Scientist
Employee_368,1367,Male,Diploma,2035-05-31,2989821,38,27,UI/UX Designer
Employee_369,1368,Male,Bachelors,2028-11-14,273442,28,8,Cloud Architect
Employee_370,1369,Female,Masters,2015-03-02,868386,54,24,Product Manager
Employee_371,1370,Male,PhD,2020-07-16,572393,58,6,UI/UX Designer
Employee_372,1371,Male,Masters,2027-02-14,2506152,27,3,DevOps Engineer
Employee_373,1372,Male,PhD,2013-02-16,471018,31,27,Finance Executive
Employee_374,1373,Other,PhD,2030-10-27,682285,22,8,Business Analyst
Employee_375,1374,Female,Masters,2026-04-27,2766607,52,7,Cloud Architect
Employee_376,1375,Other,Diploma,2024-07-03,2076364,25,14,Finance Executive
Employee_377,1376,Female,Bachelors,2029-07-21,1555269,35,3,Sales Associate
Employee_378,1377,Male,Bachelors,2028-09-01,2242702,57,14,Customer Support
Employee_379,1378,Male,Bachelors,2027-06-29,2860304,56,8,Data Analyst
Employee_380,1379,Female,PhD,2021-12-15,714041,36,15,DevOps Engineer
Employee_381,1380,Other,PhD,2016-01-17,1983473,29,19,Data Analyst
Employee_382,1381,Female,Bachelors,2010-10-01,1503978,23,6,DevOps Engineer
Employee_383,1382,Male,Masters,2026-05-23,2437837,36,5,Data Analyst
Employee_384,1383,Female,Diploma,2018-07-22,2585092,41,17,DevOps Engineer
Employee_385,1384,Other,Masters,2017-11-14,930045,24,18,Sales Associate
Employee_386,1385,Other,Diploma,2012-06-18,407416,25,0,HR Manager
Employee_387,1386,Other,Masters,2036-08-15,2885006,31,22,Sales Associate
Employee_388,1387,Female,Masters,2017-10-26,944848,34,19,Software Engineer
Employee_389,1388,Other,PhD,2020-08-01,2896575,21,28,Product Manager
Employee_390,1389,Other,Masters,2018-09-08,979354,39,19,Finance Executive
Employee_391,1390,Male,Bachelors,2024-10-29,2533347,27,13,Customer Support
Employee_392,1391,Other,Diploma,2013-06-27,2294948,43,14,Cloud Architect
Employee_393,1392,Female,Masters,2034-11-11,255029,36,22,Business Analyst
Employee_394,1393,Male,Diploma,2026-02-14,1999124,28,21,Customer Support
Employee_395,1394,Female,PhD,2030-09-13,364330,50,22,Customer Support
Employee_396,1395,Female,PhD,2034-06-06,1506696,29,20,DevOps Engineer
Employee_397,1396,Female,Masters,2026-09-22,2951732,46,19,Sales Associate
Employee_398,1397,Male,PhD,2013-04-11,1053499,55,20,HR Manager
Employee_399,1398,Male,Masters,2036-09-03,302564,56,20,Sales Associate
Employee_400,1399,Female,Diploma,2035-12-26,274498,55,12,Finance Executive
Employee_401,1400,Male,PhD,2027-03-22,401330,30,9,Operations Manager
Employee_402,1401,Male,Bachelors,2029-10-23,604236,39,9,Data Analyst
Employee_403,1402,Female,Diploma,2027-06-23,2165910,51,0,Cloud Architect
Employee_404,1403,Other,Bachelors,2020-12-12,678833,28,8,UI/UX Designer
Employee_405,1404,Female,Diploma,2034-04-15,2321864,44,15,DevOps Engineer
Employee_406,1405,Female,Bachelors,2032-08-18,1929998,25,29,Business Analyst
Employee_407,1406,Other,Bachelors,2015-07-15,1088602,29,3,Operations Manager
Employee_408,1407,Female,PhD,2030-01-17,948135,31,27,Customer Support
Employee_409,1408,Female,Bachelors,2012-06-09,820152,28,27,Operations Manager
Employee_410,1409,Other,Diploma,2031-05-18,2571511,34,29,UI/UX Designer
Employee_411,1410,Other,Diploma,2032-06-13,2059136,40,18,HR Manager
Employee_412,1411,Male,Masters,2014-06-10,1321177,44,29,HR Manager
Employee_413,1412,Female,Bachelors,2019-06-15,1384026,27,18,Marketing Specialist
Employee_414,1413,Female,Masters,2033-12-31,814088,34,15,DevOps Engineer
Employee_415,1414,Male,Masters,2012-09-04,2683126,52,22,Business Analyst
Employee_416,1415,Male,Bachelors,2015-06-25,807474,30,19,Customer Support
Employee_417,1416,Male,PhD,2032-08-14,1905140,45,20,Data Scientist
Employee_418,1417,Female,Masters,2017-07-12,2649604,50,24,Sales Associate
Employee_419,1418,Female,Bachelors,2012-01-19,893459,42,13,Cloud Architect
Employee_420,1419,Other,Bachelors,2014-08-30,1432966,55,8,Customer Support
Employee_421,1420,Female,PhD,2019-09-28,1598710,58,18,Marketing Specialist
Employee_422,1421,Other,Diploma,2013-10-29,2490964,48,6,Customer Support
Employee_423,1422,Male,Bachelors,2031-08-18,2230829,28,28,Finance Executive
Employee_424,1423,Other,Masters,2019-10-29,2917488,54,22,Marketing Specialist
Employee_425,1424,Male,Masters,2015-11-30,2718381,54,18,Sales Associate
Employee_426,1425,Female,Bachelors,2024-12-05,2012396,54,21,Marketing Specialist
Employee_427,1426,Female,Masters,2024-10-08,746059,39,9,Recruiter
Employee_428,1427,Female,Masters,2035-11-04,2850058,36,15,UI/UX Designer
Employee_429,1428,Male,Bachelors,2012-09-21,253230,47,6,Business Analyst
Employee_430,1429,Male,Diploma,2036-05-21,2970627,54,15,DevOps Engineer
Employee_431,1430,Male,PhD,2019-12-03,463925,40,10,Product Manager
Employee_432,1431,Male,Masters,2016-05-29,903104,50,13,Product Manager
Employee_433,1432,Other,Bachelors,2022-05-15,801092,27,6,UI/UX Designer
Employee_434,1433,Male,Bachelors,2014-09-18,1042896,27,13,Software Engineer
Employee_435,1434,Female,Masters,2012-09-19,2277034,52,13,HR Manager
Employee_436,1435,Male,PhD,2023-08-13,1075160,40,9,Operations Manager
Employee_437,1436,Female,PhD,2023-03-17,2345258,24,17,Product Manager
Employee_438,1437,Female,Diploma,2011-08-05,1372500,53,0,Data Scientist
Employee_439,1438,Male,Diploma,2011-07-29,1643119,27,28,Marketing Specialist
Employee_440,1439,Female,Bachelors,2032-02-15,2801504,31,15,Data Analyst
Employee_441,1440,Female,PhD,2030-01-20,1854989,21,2,UI/UX Designer
Employee_442,1441,Other,Bachelors,2025-09-07,1092040,50,1,Software Engineer
Employee_443,1442,Other,Bachelors,2024-08-10,1876601,53,14,Data Analyst
Employee_444,1443,Other,Masters,2025-06-15,2718377,47,1,Data Scientist
Employee_445,1444,Male,PhD,2011-03-10,2985014,38,18,Recruiter
Employee_446,1445,Other,Diploma,2014-01-02,869832,37,2,Business Analyst
Employee_447,1446,Female,Masters,2015-11-22,1134873,44,2,Customer Support
Employee_448,1447,Other,Bachelors,2030-01-04,1552750,45,12,Marketing Specialist
Employee_449,1448,Male,Diploma,2021-08-22,330819,31,13,UI/UX Designer
Employee_450,1449,Male,PhD,2012-09-08,2311166,34,6,Data Scientist
Employee_451,1450,Female,Diploma,2012-04-23,2280340,43,25,Sales Associate
Employee_452,1451,Male,Diploma,2026-02-20,976475,59,15,HR Manager
Employee_453,1452,Female,PhD,2032-08-01,811824,24,6,DevOps Engineer
Employee_454,1453,Female,PhD,2016-05-23,889695,54,17,UI/UX Designer
Employee_455,1454,Male,Bachelors,2027-11-21,1933072,34,13,HR Manager
Employee_456,1455,Male,PhD,2032-07-19,504852,37,7,Operations Manager
Employee_457,1456,Female,Diploma,2028-06-09,1865803,32,12,Product Manager
Employee_458,1457,Other,PhD,2022-10-28,2074854,48,5,Operations Manager
Employee_459,1458,Female,Bachelors,2033-05-13,987331,42,28,UI/UX Designer
Employee_460,1459,Male,Bachelors,2033-08-21,2606069,42,14,Recruiter
Employee_461,1460,Female,PhD,2034-05-01,1685208,43,27,Sales Associate
Employee_462,1461,Male,PhD,2014-04-22,2903478,50,3,Sales Associate
Employee_463,1462,Male,Diploma,2027-07-02,2615383,38,2,DevOps Engineer
Employee_464,1463,Female,Masters,2031-12-10,2326023,53,7,Marketing Specialist
Employee_465,1464,Other,Bachelors,2035-10-16,551451,59,1,Software Engineer
Employee_466,1465,Male,Masters,2030-08-18,302991,25,12,UI/UX Designer
Employee_467,1466,Female,Bachelors,2018-03-27,522172,46,22,Product Manager
Employee_468,1467,Other,Diploma,2014-12-11,1401379,48,25,UI/UX Designer
Employee_469,1468,Male,PhD,2011-12-25,2524160,55,8,Finance Executive
Employee_470,1469,Female,PhD,2036-11-09,538268,47,15,UI/UX Designer
Employee_471,1470,Female,PhD,2015-07-29,1225833,50,24,Operations Manager
Employee_472,1471,Female,Diploma,2012-12-28,1883186,41,28,Operations Manager
Employee_473,1472,Female,PhD,2017-04-28,804729,23,16,Recruiter
Employee_474,1473,Other,Masters,2015-05-29,1737101,28,11,Sales Associate
Employee_475,1474,Other,Diploma,2028-05-13,1411300,30,1,Data Scientist
Employee_476,1475,Female,Masters,2022-06-29,463747,28,6,Software Engineer
Employee_477,1476,Other,Bachelors,2033-08-16,1221051,25,7,Data Scientist
Employee_478,1477,Male,Diploma,2024-09-13,2347605,35,14,Recruiter
Employee_479,1478,Female,PhD,2023-02-17,1382352,47,2,Software Engineer
Employee_480,1479,Male,Bachelors,2011-06-04,2332086,50,12,Data Analyst
Employee_481,1480,Male,Diploma,2031-12-12,2001032,27,20,Cloud Architect
Employee_482,1481,Male,Masters,2035-01-13,2004738,21,5,Software Engineer
Employee_483,1482,Female,PhD,2026-03-23,1180496,24,12,Marketing Specialist
Employee_484,1483,Other,Diploma,2025-04-09,1352265,47,29,Data Scientist
Employee_485,1484,Male,Bachelors,2034-05-19,1081797,38,15,Recruiter
Employee_486,1485,Other,Masters,2016-04-10,2170606,29,26,Customer Support
Employee_487,1486,Other,Diploma,2035-08-07,2371552,29,10,Customer Support
Employee_488,1487,Female,Diploma,2017-02-14,2779477,36,25,Sales Associate
Employee_489,1488,Other,Diploma,2014-12-22,678512,57,10,HR Manager
Employee_490,1489,Male,Bachelors,2010-07-20,2126154,31,3,Data Scientist
Employee_491,1490,Female,Diploma,2022-03-08,1045244,44,25,Sales Associate
Employee_492,1491,Other,Diploma,2028-08-25,534021,46,17,Customer Support
Employee_493,1492,Male,Masters,2018-05-07,332416,48,19,DevOps Engineer
Employee_494,1493,Male,PhD,2026-12-28,1322216,34,16,Recruiter
Employee_495,1494,Female,PhD,2011-12-24,2146892,24,28,Recruiter
Employee_496,1495,Male,Bachelors,2028-01-27,808153,21,19,Software Engineer
Employee_497,1496,Male,Masters,2032-03-12,1110768,32,19,Marketing Specialist
Employee_498,1497,Other,Bachelors,2030-08-07,2177840,33,20,Customer Support
Employee_499,1498,Female,Masters,2021-01-25,992345,45,23,Marketing Specialist
Employee_500,1499,Female,Bachelors,2030-10-12,606034,37,17,Software Engineer
Employee_501,1500,Female,PhD,2025-02-20,663698,52,11,Data Analyst
Employee_502,1501,Female,Bachelors,2011-07-10,936678,27,5,Data Scientist
Employee_503,1502,Male,Masters,2034-10-16,1521825,48,1,Data Scientist
Employee_504,1503,Female,Bachelors,2036-07-19,2125889,56,2,UI/UX Designer
Employee_505,1504,Other,Bachelors,2033-03-23,840778,27,1,Marketing Specialist
Employee_506,1505,Male,Diploma,2035-03-01,2588180,59,3,HR Manager
Employee_507,1506,Other,Diploma,2031-11-11,954113,57,13,Customer Support
Employee_508,1507,Female,Diploma,2032-01-06,2495438,47,4,Software Engineer
Employee_509,1508,Female,Bachelors,2026-06-19,2769289,47,8,Customer Support
Employee_510,1509,Other,Diploma,2015-03-12,731948,59,9,UI/UX Designer
Employee_511,1510,Male,Diploma,2019-12-24,648986,38,0,Recruiter
Employee_512,1511,Male,Bachelors,2031-01-18,2263153,56,19,HR Manager
Employee_513,1512,Other,Diploma,2029-10-18,2122076,55,17,Customer Support
Employee_514,1513,Other,PhD,2016-01-19,732176,23,18,Operations Manager
Employee_515,1514,Female,PhD,2019-02-13,1536617,29,11,Sales Associate
Employee_516,1515,Other,PhD,2031-05-04,519122,59,19,Data Scientist
Employee_517,1516,Other,Bachelors,2016-03-24,1091042,23,12,Product Manager
Employee_518,1517,Other,PhD,2036-12-03,1593782,36,0,Product Manager
Employee_519,1518,Male,Masters,2012-03-18,2536633,40,3,Recruiter
Employee_520,1519,Male,PhD,2034-08-29,2278121,27,3,Business Analyst
Employee_521,1520,Female,PhD,2019-08-22,2350218,46,28,Data Analyst
Employee_522,1521,Male,Masters,2027-05-02,980356,34,16,Data Analyst
Employee_523,1522,Male,Bachelors,2020-02-08,944718,22,21,Cloud Architect
Employee_524,1523,Female,Diploma,2021-06-05,1527525,50,24,Sales Associate
Employee_525,1524,Male,Diploma,2015-07-05,2962815,36,3,Sales Associate
Employee_526,1525,Male,Masters,2036-01-18,1989545,53,11,Marketing Specialist
Employee_527,1526,Male,PhD,2032-02-02,303070,28,14,Business Analyst
Employee_528,1527,Male,PhD,2025-05-13,1114722,21,20,Sales Associate
Employee_529,1528,Female,PhD,2036-09-19,2247035,39,27,Software Engineer
Employee_530,1529,Female,Diploma,2025-07-31,2858240,40,6,Operations Manager
Employee_531,1530,Female,Bachelors,2013-12-10,1092662,28,28,Business Analyst
Employee_532,1531,Female,Bachelors,2033-02-07,2691220,56,0,Finance Executive
Employee_533,1532,Female,Bachelors,2011-11-19,1350989,29,14,UI/UX Designer
Employee_534,1533,Female,PhD,2014-08-03,823650,39,22,Customer Support
Employee_535,1534,Female,Diploma,2012-12-05,2142418,52,5,Data Scientist
Employee_536,1535,Male,PhD,2022-04-03,2339725,42,4,DevOps Engineer
Employee_537,1536,Female,Masters,2011-09-26,1898121,47,3,Sales Associate
Employee_538,1537,Male,Diploma,2014-10-03,2234205,39,18,DevOps Engineer
Employee_539,1538,Other,PhD,2037-03-01,980141,35,22,Cloud Architect
Employee_540,1539,Female,Bachelors,2021-10-08,2785873,25,1,Product Manager
Employee_541,1540,Female,Masters,2026-07-05,1688160,27,7,Data Analyst
Employee_542,1541,Male,Diploma,2016-01-02,2823825,31,17,Cloud Architect
Employee_543,1542,Other,Masters,2023-09-17,537041,59,18,Recruiter
Employee_544,1543,Male,Diploma,2033-10-21,668408,33,6,Customer Support
Employee_545,1544,Female,Masters,2034-12-24,1163252,29,29,HR Manager
Employee_546,1545,Female,PhD,2036-03-25,2431537,38,16,Operations Manager
Employee_547,1546,Female,Masters,2011-05-27,2352191,56,8,Data Analyst
Employee_548,1547,Male,Bachelors,2024-05-15,502250,59,25,Marketing Specialist
Employee_549,1548,Male,Bachelors,2033-12-24,439063,30,29,Data Scientist
Employee_550,1549,Female,Diploma,2017-01-03,1736031,43,13,HR Manager
Employee_551,1550,Female,Diploma,2023-06-07,2558772,31,4,Data Scientist
Employee_552,1551,Other,Bachelors,2017-03-19,2872584,47,11,Business Analyst
Employee_553,1552,Other,Bachelors,2030-10-18,487071,30,23,DevOps Engineer
Employee_554,1553,Male,PhD,2028-08-13,874569,46,0,Finance Executive
Employee_555,1554,Male,PhD,2031-02-14,2352321,33,15,Cloud Architect
Employee_556,1555,Other,Masters,2020-11-14,710509,22,22,Business Analyst
Employee_557,1556,Female,PhD,2032-08-10,573663,24,19,Sales Associate
Employee_558,1557,Female,PhD,2029-02-02,2666302,46,12,Customer Support
Employee_559,1558,Male,Bachelors,2028-01-03,988415,27,15,Recruiter
Employee_560,1559,Female,Diploma,2014-10-13,854299,53,1,UI/UX Designer
Employee_561,1560,Female,Diploma,2015-10-03,1392916,41,16,Cloud Architect
Employee_562,1561,Other,Bachelors,2036-12-07,280714,56,27,Recruiter
Employee_563,1562,Male,PhD,2011-01-30,2719599,35,4,Software Engineer
Employee_564,1563,Other,Bachelors,2022-09-11,483731,50,28,HR Manager
Employee_565,1564,Other,PhD,2020-07-21,2221078,57,10,Recruiter
Employee_566,1565,Male,PhD,2036-08-14,1019796,46,8,Software Engineer
Employee_567,1566,Other,PhD,2014-10-06,1671669,50,18,Finance Executive
Employee_568,1567,Male,Masters,2023-08-27,1295966,36,2,Business Analyst
Employee_569,1568,Male,Bachelors,2033-10-23,2759333,47,11,Marketing Specialist
Employee_570,1569,Male,Bachelors,2024-04-09,956823,30,24,UI/UX Designer
Employee_571,1570,Female,PhD,2016-10-23,1157193,40,10,Marketing Specialist
Employee_572,1571,Female,Diploma,2022-04-26,1504837,35,21,Business Analyst
Employee_573,1572,Male,Masters,2034-03-04,576453,37,6,Sales Associate
Employee_574,1573,Female,Diploma,2024-01-07,347426,23,4,Data Analyst
Employee_575,1574,Female,Bachelors,2027-11-16,1667153,58,17,HR Manager
Employee_576,1575,Other,Diploma,2019-06-06,1764142,51,25,Sales Associate
Employee_577,1576,Male,PhD,2034-04-21,1562591,50,6,Business Analyst
Employee_578,1577,Other,Bachelors,2012-09-14,2451170,44,21,Business Analyst
Employee_579,1578,Male,PhD,2030-02-21,1205677,54,13,Marketing Specialist
Employee_580,1579,Male,PhD,2036-06-14,696637,35,9,Data Scientist
Employee_581,1580,Male,Bachelors,2035-02-01,1433139,56,7,Software Engineer
Employee_582,1581,Female,PhD,2031-03-25,1003591,48,15,Finance Executive
Employee_583,1582,Female,Masters,2029-07-12,2008658,24,28,Operations Manager
Employee_584,1583,Female,Masters,2030-01-26,1132730,31,1,Finance Executive
Employee_585,1584,Male,Masters,2030-09-25,1017317,30,4,HR Manager
Employee_586,1585,Female,Bachelors,2033-07-23,1948960,43,22,Operations Manager
Employee_587,1586,Female,Diploma,2012-10-25,1443363,22,22,DevOps Engineer
Employee_588,1587,Male,Diploma,2031-10-06,1198075,27,16,Software Engineer
Employee_589,1588,Male,PhD,2032-02-04,1485085,50,2,DevOps Engineer
Employee_590,1589,Other,PhD,2024-09-21,864159,50,22,Customer Support
Employee_591,1590,Other,PhD,2020-10-14,2083014,38,4,Data Scientist
Employee_592,1591,Other,Diploma,2013-02-26,2992530,25,26,Software Engineer
Employee_593,1592,Male,PhD,2021-03-02,1604645,24,28,Recruiter
Employee_594,1593,Male,Diploma,2034-04-11,1646974,25,25,DevOps Engineer
Employee_595,1594,Other,Diploma,2022-06-11,730099,26,13,HR Manager
Employee_596,1595,Male,Bachelors,2010-04-02,512781,28,15,Marketing Specialist
Employee_597,1596,Male,Masters,2031-09-09,2358488,34,3,HR Manager
Employee_598,1597,Male,PhD,2028-02-26,2251664,25,15,Marketing Specialist
Employee_599,1598,Female,Bachelors,2034-01-23,1760157,51,1,Business Analyst
Employee_600,1599,Male,Masters,2036-03-29,1620304,42,5,Software Engineer
Employee_601,1600,Other,Masters,2013-12-03,415953,27,9,Business Analyst
Employee_602,1601,Male,Diploma,2010-03-30,1281478,45,23,Data Analyst
Employee_603,1602,Female,Masters,2025-07-09,1717517,33,3,Recruiter
Employee_604,1603,Female,Bachelors,2028-01-04,2940089,35,16,Finance Executive
Employee_605,1604,Other,PhD,2028-11-06,1604455,39,0,Customer Support
Employee_606,1605,Female,Masters,2019-09-19,613866,45,4,Recruiter
Employee_607,1606,Female,Masters,2017-10-12,2465750,59,16,UI/UX Designer
Employee_608,1607,Male,Diploma,2020-03-14,2434381,44,27,Cloud Architect
Employee_609,1608,Other,Bachelors,2016-08-07,1706294,22,22,Finance Executive
Employee_610,1609,Other,PhD,2013-02-16,1054094,47,29,UI/UX Designer
Employee_611,1610,Female,Diploma,2036-09-12,962380,38,4,Recruiter
Employee_612,1611,Male,PhD,2013-07-16,1594584,21,2,DevOps Engineer
Employee_613,1612,Other,PhD,2021-07-31,1170952,54,10,Recruiter
Employee_614,1613,Male,Masters,2035-11-03,2633098,53,23,UI/UX Designer
Employee_615,1614,Male,Diploma,2029-11-03,954394,25,0,UI/UX Designer
Employee_616,1615,Female,Diploma,2013-09-11,596466,47,18,Data Scientist
Employee_617,1616,Male,PhD,2032-10-10,2760190,23,29,Recruiter
Employee_618,1617,Other,PhD,2030-07-19,382973,50,1,Cloud Architect
Employee_619,1618,Male,Diploma,2016-12-24,2943773,55,2,UI/UX Designer
Employee_620,1619,Male,Masters,2026-07-07,316589,31,19,Data Analyst
Employee_621,1620,Male,Masters,2026-03-06,931294,23,11,Sales Associate
Employee_622,1621,Female,Masters,2011-02-05,2223629,55,23,Cloud Architect
Employee_623,1622,Male,PhD,2015-02-14,2155195,38,13,Software Engineer
Employee_624,1623,Other,Diploma,2030-08-28,2380670,45,11,Software Engineer
Employee_625,1624,Male,Bachelors,2032-12-06,400008,30,28,UI/UX Designer
Employee_626,1625,Other,Masters,2029-07-04,2622895,32,20,Recruiter
Employee_627,1626,Female,Bachelors,2027-01-02,2682892,50,24,Software Engineer
Employee_628,1627,Other,Masters,2034-08-18,1433240,27,3,Business Analyst
